Junction,Date,Weekday,Time,Lane,Vehicle_Count,Congestion_Level,Signal_Time,Weather,Public_Holiday,Accident_Scale
Electronic City Phase 1,2023-03-05,Sunday,06:00:00,West,846,1.85,64,Clear,No,0
Electronic City Phase 1,2023-03-05,Sunday,07:00:00,North,852,4.69,93,Clear,No,0
Electronic City Phase 1,2023-03-05,Sunday,07:00:00,South,636,6.41,102,Clear,No,0
Electronic City Phase 1,2023-03-05,Sunday,07:00:00,East,563,6.96,102,Clear,No,4.16
Electronic City Phase 1,2023-03-05,Sunday,07:00:00,West,693,7.43,69,Clear,No,5.1
Electronic City Phase 1,2023-03-05,Sunday,08:00:00,North,228,1.22,81,Clear,No,4.05
Electronic City Phase 1,2023-03-05,Sunday,08:00:00,South,524,9.28,71,Clear,No,0
Electronic City Phase 1,2023-03-05,Sunday,08:00:00,East,887,3.82,112,Clear,No,9.8
Electronic City Phase 1,2023-03-05,Sunday,08:00:00,West,134,4.8,68,Clear,No,1.64
Electronic City Phase 1,2023-03-05,Sunday,09:00:00,North,242,7.21,109,Clear,No,4.39
Electronic City Phase 1,2023-03-05,Sunday,09:00:00,South,157,8.78,116,Clear,No,0
Electronic City Phase 1,2023-03-05,Sunday,09:00:00,East,155,3.43,78,Clear,No,0
Electronic City Phase 1,2023-03-05,Sunday,09:00:00,West,577,8.92,97,Clear,No,5.74
Electronic City Phase 1,2023-03-05,Sunday,10:00:00,North,388,1.78,94,Clear,No,0
Electronic City Phase 1,2023-03-05,Sunday,10:00:00,South,103,3.74,116,Clear,No,0
Electronic City Phase 1,2023-03-05,Sunday,10:00:00,East,524,9.84,89,Partly Cloudy,No,6.77
Electronic City Phase 1,2023-03-05,Sunday,10:00:00,West,466,9.6,70,Clear,No,0
Electronic City Phase 1,2023-03-05,Sunday,11:00:00,North,698,5.84,113,Partly Cloudy,No,8.31
Electronic City Phase 1,2023-03-05,Sunday,11:00:00,South,684,4.36,82,Clear,No,8.28
Electronic City Phase 1,2023-03-05,Sunday,11:00:00,East,284,3.16,100,Partly Cloudy,No,0
Electronic City Phase 1,2023-03-05,Sunday,11:00:00,West,985,3.29,107,Clear,No,4.49
Electronic City Phase 1,2023-03-05,Sunday,12:00:00,North,780,4.16,85,Clear,No,0
Electronic City Phase 1,2023-03-05,Sunday,12:00:00,South,209,1.15,95,Partly Cloudy,No,0
Electronic City Phase 1,2023-03-05,Sunday,12:00:00,East,413,7.96,81,Clear,No,0
Electronic City Phase 1,2023-03-05,Sunday,12:00:00,West,633,6.64,68,Partly Cloudy,No,7.55
Electronic City Phase 1,2023-03-05,Sunday,13:00:00,North,426,3.81,103,Clear,No,2.73
Electronic City Phase 1,2023-03-05,Sunday,13:00:00,South,357,5.18,104,Clear,No,0
Electronic City Phase 1,2023-03-05,Sunday,13:00:00,East,543,6.4,111,Clear,No,0
Electronic City Phase 1,2023-03-05,Sunday,13:00:00,West,123,4.52,98,Clear,No,0
Electronic City Phase 1,2023-03-05,Sunday,14:00:00,North,863,4.08,71,Clear,No,0
Electronic City Phase 1,2023-03-05,Sunday,14:00:00,South,247,3.95,98,Clear,No,0
Electronic City Phase 1,2023-03-05,Sunday,14:00:00,East,263,1.26,112,Clear,No,2.06
Electronic City Phase 1,2023-03-05,Sunday,14:00:00,West,846,3.36,69,Clear,No,0
Electronic City Phase 1,2023-03-05,Sunday,15:00:00,North,575,5.46,95,Clear,No,0
Electronic City Phase 1,2023-03-05,Sunday,15:00:00,South,988,5.15,110,Clear,No,7.34
Electronic City Phase 1,2023-03-05,Sunday,15:00:00,East,445,2.15,118,Clear,No,0
Electronic City Phase 1,2023-03-05,Sunday,15:00:00,West,803,1.52,80,Clear,No,8.47
Electronic City Phase 1,2023-03-05,Sunday,16:00:00,North,166,4.48,77,Clear,No,0
Electronic City Phase 1,2023-03-05,Sunday,16:00:00,South,880,9.25,71,Clear,No,7.86
Electronic City Phase 1,2023-03-05,Sunday,16:00:00,East,463,1.42,85,Clear,No,0
Electronic City Phase 1,2023-03-05,Sunday,16:00:00,West,942,8.99,91,Clear,No,9.44
Electronic City Phase 1,2023-03-05,Sunday,17:00:00,North,374,9.65,119,Clear,No,0
Electronic City Phase 1,2023-03-05,Sunday,17:00:00,South,889,4.5,68,Clear,No,4.93
Electronic City Phase 1,2023-03-05,Sunday,17:00:00,East,311,5.4,62,Clear,No,0
Electronic City Phase 1,2023-03-05,Sunday,17:00:00,West,700,6.3,97,Clear,No,0
Electronic City Phase 1,2023-03-05,Sunday,18:00:00,North,252,6.13,74,Clear,No,4.91
Electronic City Phase 1,2023-03-05,Sunday,18:00:00,South,707,5.53,112,Clear,No,5.35
Electronic City Phase 1,2023-03-05,Sunday,18:00:00,East,158,9.35,109,Clear,No,0
Electronic City Phase 1,2023-03-05,Sunday,18:00:00,West,573,9.56,65,Clear,No,6.95
Electronic City Phase 1,2023-03-05,Sunday,19:00:00,North,991,5.04,102,Clear,No,0
Electronic City Phase 1,2023-03-05,Sunday,19:00:00,South,704,1.11,76,Clear,No,0
Electronic City Phase 1,2023-03-05,Sunday,19:00:00,East,127,4.68,101,Clear,No,0
Electronic City Phase 1,2023-03-05,Sunday,19:00:00,West,431,6.03,72,Clear,No,3.24
Electronic City Phase 1,2023-03-05,Sunday,20:00:00,North,882,9.76,96,Clear,No,0
Electronic City Phase 1,2023-03-05,Sunday,20:00:00,South,771,9.77,100,Clear,No,4.02
Electronic City Phase 1,2023-03-05,Sunday,20:00:00,East,412,7.61,94,Clear,No,0
Electronic City Phase 1,2023-03-05,Sunday,20:00:00,West,193,2.56,108,Clear,No,0
Electronic City Phase 1,2023-03-05,Sunday,21:00:00,North,518,4.07,108,Clear,No,0
Electronic City Phase 1,2023-03-05,Sunday,21:00:00,South,961,9.25,86,Clear,No,9.45
Electronic City Phase 1,2023-03-05,Sunday,21:00:00,East,200,6.88,102,Clear,No,4.34
Electronic City Phase 1,2023-03-05,Sunday,21:00:00,West,548,3.6,87,Clear,No,0
Electronic City Phase 1,2023-03-05,Sunday,22:00:00,North,968,4.72,112,Clear,No,5.53
Electronic City Phase 1,2023-03-05,Sunday,22:00:00,South,760,9.21,91,Clear,No,6.68
Electronic City Phase 1,2023-03-05,Sunday,22:00:00,East,343,4.74,106,Clear,No,0
Electronic City Phase 1,2023-03-05,Sunday,22:00:00,West,439,7.48,98,Clear,No,3.3
Electronic City Phase 1,2023-03-05,Sunday,23:00:00,North,438,9.08,99,Clear,No,5.83
Electronic City Phase 1,2023-03-05,Sunday,23:00:00,South,933,1.09,107,Clear,No,0
Electronic City Phase 1,2023-03-05,Sunday,23:00:00,East,628,6.43,100,Clear,No,0
Electronic City Phase 1,2023-03-05,Sunday,23:00:00,West,241,6.8,107,Clear,No,4.45
Electronic City Phase 1,2023-03-06,Monday,00:00:00,North,225,2.88,32,Clear,No,0
Electronic City Phase 1,2023-03-06,Monday,00:00:00,South,82,3.57,45,Clear,No,2.99
Electronic City Phase 1,2023-03-06,Monday,00:00:00,East,114,4.83,39,Clear,No,0
Electronic City Phase 1,2023-03-06,Monday,00:00:00,West,239,1.0,53,Clear,No,0
Electronic City Phase 1,2023-03-06,Monday,01:00:00,North,251,2.62,52,Clear,No,4.58
Electronic City Phase 1,2023-03-06,Monday,01:00:00,South,264,2.71,48,Clear,No,5.84
Electronic City Phase 1,2023-03-06,Monday,01:00:00,East,122,2.25,44,Clear,No,0
Electronic City Phase 1,2023-03-06,Monday,01:00:00,West,61,4.32,45,Clear,No,2.34
Electronic City Phase 1,2023-03-06,Monday,02:00:00,North,203,1.06,37,Clear,No,0
Electronic City Phase 1,2023-03-06,Monday,02:00:00,South,91,2.78,43,Clear,No,0
Electronic City Phase 1,2023-03-06,Monday,02:00:00,East,94,4.34,32,Clear,No,2.57
Electronic City Phase 1,2023-03-06,Monday,02:00:00,West,209,2.78,55,Clear,No,0
Electronic City Phase 1,2023-03-06,Monday,03:00:00,North,212,3.7,54,Clear,No,0
Electronic City Phase 1,2023-03-06,Monday,03:00:00,South,259,1.39,33,Clear,No,3.5
Electronic City Phase 1,2023-03-06,Monday,03:00:00,East,143,4.91,45,Clear,No,0
Electronic City Phase 1,2023-03-06,Monday,03:00:00,West,121,2.32,45,Clear,No,1.77
Electronic City Phase 1,2023-03-06,Monday,04:00:00,North,294,2.65,56,Clear,No,2.82
Electronic City Phase 1,2023-03-06,Monday,04:00:00,South,175,4.87,60,Clear,No,0
Electronic City Phase 1,2023-03-06,Monday,04:00:00,East,168,4.03,51,Clear,No,0
Electronic City Phase 1,2023-03-06,Monday,04:00:00,West,178,4.88,52,Clear,No,0
Electronic City Phase 1,2023-03-06,Monday,05:00:00,North,260,4.67,39,Clear,No,0
Electronic City Phase 1,2023-03-06,Monday,05:00:00,South,175,3.84,34,Clear,No,0
Electronic City Phase 1,2023-03-06,Monday,05:00:00,East,212,3.75,57,Clear,No,3.74
Electronic City Phase 1,2023-03-06,Monday,05:00:00,West,99,4.09,59,Clear,No,0
Electronic City Phase 1,2023-03-06,Monday,06:00:00,North,978,7.85,86,Clear,No,6.88
Electronic City Phase 1,2023-03-06,Monday,06:00:00,South,824,5.88,74,Clear,No,5.07
Electronic City Phase 1,2023-03-06,Monday,06:00:00,East,714,6.45,84,Clear,No,6.31
Electronic City Phase 1,2023-03-06,Monday,06:00:00,West,228,5.4,62,Clear,No,0
Electronic City Phase 1,2023-03-06,Monday,07:00:00,North,603,4.32,88,Clear,No,0
Electronic City Phase 1,2023-03-06,Monday,07:00:00,South,380,4.72,96,Clear,No,3.35
Electronic City Phase 1,2023-03-06,Monday,07:00:00,East,252,9.66,85,Clear,No,0
Electronic City Phase 1,2023-03-06,Monday,07:00:00,West,296,2.58,105,Clear,No,5.69
Electronic City Phase 1,2023-03-06,Monday,08:00:00,North,246,2.02,73,Clear,No,0
Electronic City Phase 1,2023-03-06,Monday,08:00:00,South,535,6.28,96,Clear,No,0
Electronic City Phase 1,2023-03-06,Monday,08:00:00,East,966,3.35,69,Clear,No,7.22
Electronic City Phase 1,2023-03-06,Monday,08:00:00,West,981,5.52,79,Clear,No,0
Electronic City Phase 1,2023-03-06,Monday,09:00:00,North,374,7.44,97,Clear,No,5.94
Electronic City Phase 1,2023-03-06,Monday,09:00:00,South,832,3.82,72,Clear,No,0
Electronic City Phase 1,2023-03-06,Monday,09:00:00,East,997,2.11,66,Clear,No,0
Electronic City Phase 1,2023-03-06,Monday,09:00:00,West,704,8.86,90,Clear,No,4.24
Electronic City Phase 1,2023-03-06,Monday,10:00:00,North,258,6.39,104,Clear,No,0
Electronic City Phase 1,2023-03-06,Monday,10:00:00,South,496,7.31,99,Clear,No,0
Electronic City Phase 1,2023-03-06,Monday,10:00:00,East,544,8.04,100,Clear,No,0
Electronic City Phase 1,2023-03-06,Monday,10:00:00,West,394,9.29,95,Clear,No,0
Electronic City Phase 1,2023-03-06,Monday,11:00:00,North,578,6.98,91,Clear,No,0
Electronic City Phase 1,2023-03-06,Monday,11:00:00,South,124,3.42,78,Partly Cloudy,No,0
Electronic City Phase 1,2023-03-06,Monday,11:00:00,East,924,8.51,94,Clear,No,0
Electronic City Phase 1,2023-03-06,Monday,11:00:00,West,612,6.14,104,Clear,No,6.31
Electronic City Phase 1,2023-03-06,Monday,12:00:00,North,491,8.73,89,Clear,No,4.64
Electronic City Phase 1,2023-03-06,Monday,12:00:00,South,668,8.65,60,Clear,No,7.82
Electronic City Phase 1,2023-03-06,Monday,12:00:00,East,884,9.36,104,Clear,No,0
Electronic City Phase 1,2023-03-06,Monday,12:00:00,West,296,2.7,103,Partly Cloudy,No,0
Electronic City Phase 1,2023-03-06,Monday,13:00:00,North,894,7.47,92,Partly Cloudy,No,4.33
Electronic City Phase 1,2023-03-06,Monday,13:00:00,South,139,1.87,90,Partly Cloudy,No,0
Electronic City Phase 1,2023-03-06,Monday,13:00:00,East,728,9.07,87,Partly Cloudy,No,0
Electronic City Phase 1,2023-03-06,Monday,13:00:00,West,533,8.11,74,Clear,No,0
Electronic City Phase 1,2023-03-06,Monday,14:00:00,North,337,4.09,83,Clear,No,3.43
Electronic City Phase 1,2023-03-06,Monday,14:00:00,South,836,2.39,75,Clear,No,6.81
Electronic City Phase 1,2023-03-06,Monday,14:00:00,East,288,9.95,118,Clear,No,4.07
Electronic City Phase 1,2023-03-06,Monday,14:00:00,West,902,3.34,70,Clear,No,4.57
Electronic City Phase 1,2023-03-06,Monday,15:00:00,North,857,3.43,112,Clear,No,5.8
Electronic City Phase 1,2023-03-06,Monday,15:00:00,South,302,7.17,71,Partly Cloudy,No,0
Electronic City Phase 1,2023-03-06,Monday,15:00:00,East,811,6.74,95,Clear,No,0
Electronic City Phase 1,2023-03-06,Monday,15:00:00,West,256,9.17,66,Clear,No,0
Electronic City Phase 1,2023-03-06,Monday,16:00:00,North,828,8.5,117,Clear,No,4.06
Electronic City Phase 1,2023-03-06,Monday,16:00:00,South,244,6.86,112,Clear,No,0
Electronic City Phase 1,2023-03-06,Monday,16:00:00,East,615,7.74,81,Clear,No,0
Electronic City Phase 1,2023-03-06,Monday,16:00:00,West,812,5.72,111,Clear,No,0
Electronic City Phase 1,2023-03-06,Monday,17:00:00,North,697,4.96,79,Clear,No,7.37
Electronic City Phase 1,2023-03-06,Monday,17:00:00,South,605,2.7,111,Clear,No,8.01
Electronic City Phase 1,2023-03-06,Monday,17:00:00,East,929,5.92,115,Clear,No,6.47
Electronic City Phase 1,2023-03-06,Monday,17:00:00,West,280,8.35,63,Clear,No,0
Electronic City Phase 1,2023-03-06,Monday,18:00:00,North,808,6.72,86,Clear,No,0
Electronic City Phase 1,2023-03-06,Monday,18:00:00,South,470,8.37,67,Clear,No,0
Electronic City Phase 1,2023-03-06,Monday,18:00:00,East,342,5.1,104,Clear,No,0
Electronic City Phase 1,2023-03-06,Monday,18:00:00,West,948,9.88,105,Clear,No,0
Electronic City Phase 1,2023-03-06,Monday,19:00:00,North,553,2.37,69,Clear,No,0
Electronic City Phase 1,2023-03-06,Monday,19:00:00,South,897,3.96,76,Clear,No,6.84
Electronic City Phase 1,2023-03-06,Monday,19:00:00,East,144,9.7,101,Clear,No,0
Electronic City Phase 1,2023-03-06,Monday,19:00:00,West,519,1.25,76,Clear,No,5.03
Electronic City Phase 1,2023-03-06,Monday,20:00:00,North,398,8.78,93,Clear,No,0
Electronic City Phase 1,2023-03-06,Monday,20:00:00,South,201,9.63,117,Clear,No,0
Electronic City Phase 1,2023-03-06,Monday,20:00:00,East,159,3.07,89,Clear,No,0
Electronic City Phase 1,2023-03-06,Monday,20:00:00,West,953,1.33,106,Clear,No,0
Electronic City Phase 1,2023-03-06,Monday,21:00:00,North,292,8.02,70,Clear,No,0
Electronic City Phase 1,2023-03-06,Monday,21:00:00,South,345,4.7,103,Clear,No,0
Electronic City Phase 1,2023-03-06,Monday,21:00:00,East,924,5.41,67,Clear,No,5.71
Electronic City Phase 1,2023-03-06,Monday,21:00:00,West,470,3.91,119,Clear,No,0
Electronic City Phase 1,2023-03-06,Monday,22:00:00,North,107,8.06,98,Clear,No,0
Electronic City Phase 1,2023-03-06,Monday,22:00:00,South,146,5.39,92,Clear,No,0
Electronic City Phase 1,2023-03-06,Monday,22:00:00,East,812,7.12,94,Clear,No,7.54
Electronic City Phase 1,2023-03-06,Monday,22:00:00,West,891,1.57,95,Clear,No,7.5
Electronic City Phase 1,2023-03-06,Monday,23:00:00,North,947,8.12,72,Clear,No,6.3
Electronic City Phase 1,2023-03-06,Monday,23:00:00,South,364,2.18,113,Clear,No,0
Electronic City Phase 1,2023-03-06,Monday,23:00:00,East,560,8.24,117,Clear,No,4.58
Electronic City Phase 1,2023-03-06,Monday,23:00:00,West,877,3.46,77,Clear,No,0
Electronic City Phase 1,2023-03-07,Tuesday,00:00:00,North,298,2.92,57,Clear,No,0
Electronic City Phase 1,2023-03-07,Tuesday,00:00:00,South,211,1.29,50,Clear,No,0
Electronic City Phase 1,2023-03-07,Tuesday,00:00:00,East,247,1.96,49,Clear,No,5.02
Electronic City Phase 1,2023-03-07,Tuesday,00:00:00,West,91,2.43,51,Clear,No,2.68
Electronic City Phase 1,2023-03-07,Tuesday,01:00:00,North,261,3.97,37,Clear,No,0
Electronic City Phase 1,2023-03-07,Tuesday,01:00:00,South,105,1.05,57,Clear,No,0
Electronic City Phase 1,2023-03-07,Tuesday,01:00:00,East,260,2.75,57,Clear,No,0
Electronic City Phase 1,2023-03-07,Tuesday,01:00:00,West,224,2.64,48,Clear,No,0
Electronic City Phase 1,2023-03-07,Tuesday,02:00:00,North,123,4.54,36,Clear,No,0
Electronic City Phase 1,2023-03-07,Tuesday,02:00:00,South,160,1.93,44,Clear,No,0
Electronic City Phase 1,2023-03-07,Tuesday,02:00:00,East,210,3.39,48,Clear,No,0
Electronic City Phase 1,2023-03-07,Tuesday,02:00:00,West,194,1.37,50,Clear,No,1.94
Electronic City Phase 1,2023-03-07,Tuesday,03:00:00,North,86,2.52,51,Clear,No,0
Electronic City Phase 1,2023-03-07,Tuesday,03:00:00,South,190,4.64,57,Clear,No,0
Electronic City Phase 1,2023-03-07,Tuesday,03:00:00,East,227,2.1,53,Clear,No,0
Electronic City Phase 1,2023-03-07,Tuesday,03:00:00,West,173,2.41,54,Clear,No,0
Electronic City Phase 1,2023-03-07,Tuesday,04:00:00,North,158,3.64,36,Clear,No,0
Electronic City Phase 1,2023-03-07,Tuesday,04:00:00,South,74,1.1,45,Clear,No,0
Electronic City Phase 1,2023-03-07,Tuesday,04:00:00,East,64,2.76,52,Clear,No,0
Electronic City Phase 1,2023-03-07,Tuesday,04:00:00,West,259,2.99,34,Clear,No,4.82
Electronic City Phase 1,2023-03-07,Tuesday,05:00:00,North,298,1.5,50,Clear,No,4.93
Electronic City Phase 1,2023-03-07,Tuesday,05:00:00,South,145,4.08,35,Clear,No,2.21
Electronic City Phase 1,2023-03-07,Tuesday,05:00:00,East,160,1.15,52,Clear,No,0
Electronic City Phase 1,2023-03-07,Tuesday,05:00:00,West,188,2.05,45,Clear,No,0
Electronic City Phase 1,2023-03-07,Tuesday,06:00:00,North,922,3.47,83,Clear,No,0
Electronic City Phase 1,2023-03-07,Tuesday,06:00:00,South,387,1.93,115,Clear,No,0
Electronic City Phase 1,2023-03-07,Tuesday,06:00:00,East,836,8.49,118,Clear,No,0
Electronic City Phase 1,2023-03-07,Tuesday,06:00:00,West,562,2.89,111,Clear,No,0
Electronic City Phase 1,2023-03-07,Tuesday,07:00:00,North,578,8.91,94,Clear,No,8.07
Electronic City Phase 1,2023-03-07,Tuesday,07:00:00,South,757,3.41,61,Clear,No,6.97
Electronic City Phase 1,2023-03-07,Tuesday,07:00:00,East,692,6.01,77,Clear,No,9.99
Electronic City Phase 1,2023-03-07,Tuesday,07:00:00,West,235,9.8,94,Clear,No,0
Electronic City Phase 1,2023-03-07,Tuesday,08:00:00,North,813,9.51,85,Clear,No,9.84
Electronic City Phase 1,2023-03-07,Tuesday,08:00:00,South,285,7.4,61,Clear,No,4.85
Electronic City Phase 1,2023-03-07,Tuesday,08:00:00,East,468,5.85,81,Clear,No,0
Electronic City Phase 1,2023-03-07,Tuesday,08:00:00,West,416,2.47,87,Clear,No,0
Electronic City Phase 1,2023-03-07,Tuesday,09:00:00,North,911,5.21,102,Clear,No,8.6
Electronic City Phase 1,2023-03-07,Tuesday,09:00:00,South,203,4.32,65,Clear,No,5.11
Electronic City Phase 1,2023-03-07,Tuesday,09:00:00,East,456,9.47,94,Clear,No,0
Electronic City Phase 1,2023-03-07,Tuesday,09:00:00,West,949,7.32,68,Clear,No,0
Electronic City Phase 1,2023-03-07,Tuesday,10:00:00,North,334,2.57,100,Partly Cloudy,No,4.65
Electronic City Phase 1,2023-03-07,Tuesday,10:00:00,South,400,9.93,94,Clear,No,3.06
Electronic City Phase 1,2023-03-07,Tuesday,10:00:00,East,587,2.69,69,Clear,No,8.56
Electronic City Phase 1,2023-03-07,Tuesday,10:00:00,West,732,9.98,94,Clear,No,0
Electronic City Phase 1,2023-03-07,Tuesday,11:00:00,North,175,1.32,110,Clear,No,0
Electronic City Phase 1,2023-03-07,Tuesday,11:00:00,South,237,8.45,101,Clear,No,0
Electronic City Phase 1,2023-03-07,Tuesday,11:00:00,East,578,6.03,66,Clear,No,0
Electronic City Phase 1,2023-03-07,Tuesday,11:00:00,West,122,9.17,114,Clear,No,0
Electronic City Phase 1,2023-03-07,Tuesday,12:00:00,North,399,4.62,87,Clear,No,0
Electronic City Phase 1,2023-03-07,Tuesday,12:00:00,South,972,5.82,74,Clear,No,0
Electronic City Phase 1,2023-03-07,Tuesday,12:00:00,East,727,1.57,78,Clear,No,0
Electronic City Phase 1,2023-03-07,Tuesday,12:00:00,West,177,6.71,98,Clear,No,0
Electronic City Phase 1,2023-03-07,Tuesday,13:00:00,North,797,6.09,82,Clear,No,0
Electronic City Phase 1,2023-03-07,Tuesday,13:00:00,South,150,4.41,80,Clear,No,0
Electronic City Phase 1,2023-03-07,Tuesday,13:00:00,East,293,8.96,105,Clear,No,0
Electronic City Phase 1,2023-03-07,Tuesday,13:00:00,West,875,7.09,98,Clear,No,0
Electronic City Phase 1,2023-03-07,Tuesday,14:00:00,North,343,2.48,98,Clear,No,4.0
Electronic City Phase 1,2023-03-07,Tuesday,14:00:00,South,261,8.35,105,Partly Cloudy,No,0
Electronic City Phase 1,2023-03-07,Tuesday,14:00:00,East,587,5.37,99,Clear,No,0
Electronic City Phase 1,2023-03-07,Tuesday,14:00:00,West,836,8.78,78,Clear,No,0
Electronic City Phase 1,2023-03-07,Tuesday,15:00:00,North,348,5.33,100,Clear,No,0
Electronic City Phase 1,2023-03-07,Tuesday,15:00:00,South,447,9.18,95,Partly Cloudy,No,4.98
Electronic City Phase 1,2023-03-07,Tuesday,15:00:00,East,368,3.94,72,Clear,No,0
Electronic City Phase 1,2023-03-07,Tuesday,15:00:00,West,889,7.0,84,Clear,No,0
Electronic City Phase 1,2023-03-07,Tuesday,16:00:00,North,408,3.17,67,Clear,No,0
Electronic City Phase 1,2023-03-07,Tuesday,16:00:00,South,261,2.66,117,Clear,No,2.03
Electronic City Phase 1,2023-03-07,Tuesday,16:00:00,East,292,4.48,73,Clear,No,0
Electronic City Phase 1,2023-03-07,Tuesday,16:00:00,West,213,5.17,103,Clear,No,3.33
Electronic City Phase 1,2023-03-07,Tuesday,17:00:00,North,368,8.32,96,Clear,No,0
Electronic City Phase 1,2023-03-07,Tuesday,17:00:00,South,644,1.05,66,Clear,No,0
Electronic City Phase 1,2023-03-07,Tuesday,17:00:00,East,990,3.78,119,Clear,No,0
Electronic City Phase 1,2023-03-07,Tuesday,17:00:00,West,807,4.71,101,Clear,No,0
Electronic City Phase 1,2023-03-07,Tuesday,18:00:00,North,491,6.33,93,Clear,No,0
Electronic City Phase 1,2023-03-07,Tuesday,18:00:00,South,721,4.59,79,Clear,No,4.47
Electronic City Phase 1,2023-03-07,Tuesday,18:00:00,East,293,9.15,112,Clear,No,0
Electronic City Phase 1,2023-03-07,Tuesday,18:00:00,West,987,5.37,63,Clear,No,0
Electronic City Phase 1,2023-03-07,Tuesday,19:00:00,North,621,1.33,68,Clear,No,0
Electronic City Phase 1,2023-03-07,Tuesday,19:00:00,South,819,4.02,109,Clear,No,8.39
Electronic City Phase 1,2023-03-07,Tuesday,19:00:00,East,123,9.82,89,Clear,No,0
Electronic City Phase 1,2023-03-07,Tuesday,19:00:00,West,745,7.47,101,Clear,No,9.16
Electronic City Phase 1,2023-03-07,Tuesday,20:00:00,North,751,3.77,98,Clear,No,4.57
Electronic City Phase 1,2023-03-07,Tuesday,20:00:00,South,936,9.87,63,Clear,No,0
Electronic City Phase 1,2023-03-07,Tuesday,20:00:00,East,810,6.59,101,Clear,No,0
Electronic City Phase 1,2023-03-07,Tuesday,20:00:00,West,443,8.04,72,Clear,No,0
Electronic City Phase 1,2023-03-07,Tuesday,21:00:00,North,197,4.69,89,Clear,No,0
Electronic City Phase 1,2023-03-07,Tuesday,21:00:00,South,889,1.32,119,Clear,No,5.36
