Junction,Date,Weekday,Time,Lane,Vehicle_Count,Congestion_Level,Signal_Time,Weather,Public_Holiday
Electronic City Phase 1,2023-01-16,Monday,15:00:00,East,592,8.7,79,Rainy,No
Electronic City Phase 1,2023-01-16,Monday,15:00:00,West,320,1.09,107,Clear,No
Electronic City Phase 1,2023-01-16,Monday,16:00:00,North,581,4.15,75,Cloudy,No
Electronic City Phase 1,2023-01-16,Monday,16:00:00,South,173,8.69,104,Clear,No
Electronic City Phase 1,2023-01-16,Monday,16:00:00,East,777,3.84,88,Clear,No
Electronic City Phase 1,2023-01-16,Monday,16:00:00,West,497,5.08,80,Rainy,No
Electronic City Phase 1,2023-01-16,Monday,17:00:00,North,862,2.58,62,Clear,No
Electronic City Phase 1,2023-01-16,Monday,17:00:00,South,419,4.71,63,Cloudy,No
Electronic City Phase 1,2023-01-16,Monday,17:00:00,East,458,5.55,108,Clear,No
Electronic City Phase 1,2023-01-16,Monday,17:00:00,West,714,5.14,94,Clear,No
Electronic City Phase 1,2023-01-16,Monday,18:00:00,North,676,4.14,92,Clear,No
Electronic City Phase 1,2023-01-16,Monday,18:00:00,South,377,7.15,71,Cloudy,No
Electronic City Phase 1,2023-01-16,Monday,18:00:00,East,469,4.12,115,Clear,No
Electronic City Phase 1,2023-01-16,Monday,18:00:00,West,824,9.0,98,Cloudy,No
Electronic City Phase 1,2023-01-16,Monday,19:00:00,North,390,4.49,97,Clear,No
Electronic City Phase 1,2023-01-16,Monday,19:00:00,South,835,8.53,76,Cloudy,No
Electronic City Phase 1,2023-01-16,Monday,19:00:00,East,312,2.21,111,Cloudy,No
Electronic City Phase 1,2023-01-16,Monday,19:00:00,West,587,9.28,88,Clear,No
Electronic City Phase 1,2023-01-16,Monday,20:00:00,North,511,8.63,106,Clear,No
Electronic City Phase 1,2023-01-16,Monday,20:00:00,South,953,6.24,91,Clear,No
Electronic City Phase 1,2023-01-16,Monday,20:00:00,East,258,5.86,72,Clear,No
Electronic City Phase 1,2023-01-16,Monday,20:00:00,West,482,9.7,96,Cloudy,No
Electronic City Phase 1,2023-01-16,Monday,21:00:00,North,124,4.25,79,Clear,No
Electronic City Phase 1,2023-01-16,Monday,21:00:00,South,181,7.5,89,Clear,No
Electronic City Phase 1,2023-01-16,Monday,21:00:00,East,373,7.09,101,Cloudy,No
Electronic City Phase 1,2023-01-16,Monday,21:00:00,West,667,1.7,85,Clear,No
Electronic City Phase 1,2023-01-16,Monday,22:00:00,North,774,3.65,73,Clear,No
Electronic City Phase 1,2023-01-16,Monday,22:00:00,South,798,5.56,96,Rainy,No
Electronic City Phase 1,2023-01-16,Monday,22:00:00,East,845,3.54,72,Clear,No
Electronic City Phase 1,2023-01-16,Monday,22:00:00,West,542,3.73,70,Clear,No
Electronic City Phase 1,2023-01-16,Monday,23:00:00,North,791,5.99,66,Rainy,No
Electronic City Phase 1,2023-01-16,Monday,23:00:00,South,942,1.35,78,Clear,No
Electronic City Phase 1,2023-01-16,Monday,23:00:00,East,289,6.64,61,Cloudy,No
Electronic City Phase 1,2023-01-16,Monday,23:00:00,West,691,2.78,111,Rainy,No
Electronic City Phase 1,2023-01-17,Tuesday,00:00:00,North,274,3.27,45,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,00:00:00,South,87,3.09,55,Cloudy,No
Electronic City Phase 1,2023-01-17,Tuesday,00:00:00,East,180,1.13,34,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,00:00:00,West,264,1.37,33,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,01:00:00,North,169,2.66,52,Cloudy,No
Electronic City Phase 1,2023-01-17,Tuesday,01:00:00,South,145,4.37,31,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,01:00:00,East,163,3.13,53,Cloudy,No
Electronic City Phase 1,2023-01-17,Tuesday,01:00:00,West,74,4.62,36,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,02:00:00,North,246,1.07,31,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,02:00:00,South,134,1.24,36,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,02:00:00,East,183,1.51,38,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,02:00:00,West,288,3.31,35,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,03:00:00,North,173,4.7,55,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,03:00:00,South,162,3.9,46,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,03:00:00,East,251,1.47,40,Rainy,No
Electronic City Phase 1,2023-01-17,Tuesday,03:00:00,West,157,2.31,53,Cloudy,No
Electronic City Phase 1,2023-01-17,Tuesday,04:00:00,North,196,2.01,59,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,04:00:00,South,246,3.12,60,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,04:00:00,East,224,3.2,59,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,04:00:00,West,74,2.9,53,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,05:00:00,North,159,2.07,42,Cloudy,No
Electronic City Phase 1,2023-01-17,Tuesday,05:00:00,South,108,1.0,40,Cloudy,No
Electronic City Phase 1,2023-01-17,Tuesday,05:00:00,East,155,2.35,49,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,05:00:00,West,296,2.54,35,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,06:00:00,North,843,4.57,106,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,06:00:00,South,685,3.96,84,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,06:00:00,East,729,6.76,65,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,06:00:00,West,480,3.6,116,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,07:00:00,North,381,9.32,119,Rainy,No
Electronic City Phase 1,2023-01-17,Tuesday,07:00:00,South,232,7.16,94,Rainy,No
Electronic City Phase 1,2023-01-17,Tuesday,07:00:00,East,587,5.16,111,Cloudy,No
Electronic City Phase 1,2023-01-17,Tuesday,07:00:00,West,687,9.92,82,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,08:00:00,North,497,6.77,95,Rainy,No
Electronic City Phase 1,2023-01-17,Tuesday,08:00:00,South,633,4.88,94,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,08:00:00,East,611,8.91,81,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,08:00:00,West,841,7.5,79,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,09:00:00,North,537,4.63,98,Cloudy,No
Electronic City Phase 1,2023-01-17,Tuesday,09:00:00,South,290,4.12,91,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,09:00:00,East,991,2.32,88,Cloudy,No
Electronic City Phase 1,2023-01-17,Tuesday,09:00:00,West,195,4.11,109,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,10:00:00,North,385,4.74,84,Cloudy,No
Electronic City Phase 1,2023-01-17,Tuesday,10:00:00,South,202,9.59,87,Cloudy,No
Electronic City Phase 1,2023-01-17,Tuesday,10:00:00,East,491,9.85,78,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,10:00:00,West,217,7.38,113,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,11:00:00,North,563,10.0,67,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,11:00:00,South,820,3.38,90,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,11:00:00,East,716,7.87,68,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,11:00:00,West,488,4.67,85,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,12:00:00,North,269,3.41,98,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,12:00:00,South,462,10.0,100,Cloudy,No
Electronic City Phase 1,2023-01-17,Tuesday,12:00:00,East,950,1.2,81,Cloudy,No
Electronic City Phase 1,2023-01-17,Tuesday,12:00:00,West,304,1.76,95,Rainy,No
Electronic City Phase 1,2023-01-17,Tuesday,13:00:00,North,545,7.77,120,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,13:00:00,South,141,1.05,119,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,13:00:00,East,858,3.57,95,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,13:00:00,West,807,6.87,74,Cloudy,No
Electronic City Phase 1,2023-01-17,Tuesday,14:00:00,North,957,4.09,87,Cloudy,No
Electronic City Phase 1,2023-01-17,Tuesday,14:00:00,South,903,6.93,67,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,14:00:00,East,901,1.53,71,Cloudy,No
Electronic City Phase 1,2023-01-17,Tuesday,14:00:00,West,381,2.91,62,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,15:00:00,North,517,2.91,117,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,15:00:00,South,863,3.7,102,Cloudy,No
Electronic City Phase 1,2023-01-17,Tuesday,15:00:00,East,338,8.22,77,Cloudy,No
Electronic City Phase 1,2023-01-17,Tuesday,15:00:00,West,781,4.25,91,Cloudy,No
Electronic City Phase 1,2023-01-17,Tuesday,16:00:00,North,424,8.52,90,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,16:00:00,South,522,9.31,120,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,16:00:00,East,402,5.75,101,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,16:00:00,West,618,8.46,114,Rainy,No
Electronic City Phase 1,2023-01-17,Tuesday,17:00:00,North,497,3.77,88,Rainy,No
Electronic City Phase 1,2023-01-17,Tuesday,17:00:00,South,922,9.96,102,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,17:00:00,East,743,2.15,88,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,17:00:00,West,463,7.38,64,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,18:00:00,North,224,8.98,89,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,18:00:00,South,171,1.44,61,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,18:00:00,East,227,2.4,109,Cloudy,No
Electronic City Phase 1,2023-01-17,Tuesday,18:00:00,West,982,3.71,95,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,19:00:00,North,952,2.53,108,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,19:00:00,South,109,5.49,105,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,19:00:00,East,749,6.79,76,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,19:00:00,West,714,9.85,60,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,20:00:00,North,915,6.83,93,Cloudy,No
Electronic City Phase 1,2023-01-17,Tuesday,20:00:00,South,482,8.6,85,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,20:00:00,East,966,1.53,114,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,20:00:00,West,233,8.71,110,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,21:00:00,North,712,5.33,81,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,21:00:00,South,315,5.87,60,Rainy,No
Electronic City Phase 1,2023-01-17,Tuesday,21:00:00,East,975,2.56,103,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,21:00:00,West,115,5.15,118,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,22:00:00,North,211,6.06,119,Cloudy,No
Electronic City Phase 1,2023-01-17,Tuesday,22:00:00,South,962,3.17,78,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,22:00:00,East,316,2.89,112,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,22:00:00,West,865,6.96,82,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,23:00:00,North,494,5.32,61,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,23:00:00,South,902,4.44,117,Clear,No
Electronic City Phase 1,2023-01-17,Tuesday,23:00:00,East,151,5.16,90,Rainy,No
Electronic City Phase 1,2023-01-17,Tuesday,23:00:00,West,835,9.46,83,Clear,No
Electronic City Phase 1,2023-01-18,Wednesday,00:00:00,North,175,3.65,55,Clear,No
Electronic City Phase 1,2023-01-18,Wednesday,00:00:00,South,290,1.62,52,Clear,No
Electronic City Phase 1,2023-01-18,Wednesday,00:00:00,East,173,4.29,48,Clear,No
Electronic City Phase 1,2023-01-18,Wednesday,00:00:00,West,272,4.59,32,Cloudy,No
Electronic City Phase 1,2023-01-18,Wednesday,01:00:00,North,258,4.29,37,Rainy,No
Electronic City Phase 1,2023-01-18,Wednesday,01:00:00,South,102,3.99,34,Clear,No
Electronic City Phase 1,2023-01-18,Wednesday,01:00:00,East,213,1.87,47,Rainy,No
Electronic City Phase 1,2023-01-18,Wednesday,01:00:00,West,236,1.29,45,Cloudy,No
Electronic City Phase 1,2023-01-18,Wednesday,02:00:00,North,125,1.99,56,Clear,No
Electronic City Phase 1,2023-01-18,Wednesday,02:00:00,South,225,3.84,47,Cloudy,No
Electronic City Phase 1,2023-01-18,Wednesday,02:00:00,East,204,1.81,33,Rainy,No
Electronic City Phase 1,2023-01-18,Wednesday,02:00:00,West,152,3.8,42,Cloudy,No
Electronic City Phase 1,2023-01-18,Wednesday,03:00:00,North,233,1.88,38,Cloudy,No
Electronic City Phase 1,2023-01-18,Wednesday,03:00:00,South,216,2.0,52,Clear,No
Electronic City Phase 1,2023-01-18,Wednesday,03:00:00,East,109,1.55,51,Clear,No
Electronic City Phase 1,2023-01-18,Wednesday,03:00:00,West,81,1.04,45,Clear,No
Electronic City Phase 1,2023-01-18,Wednesday,04:00:00,North,295,4.56,34,Clear,No
Electronic City Phase 1,2023-01-18,Wednesday,04:00:00,South,245,4.28,33,Clear,No
Electronic City Phase 1,2023-01-18,Wednesday,04:00:00,East,123,5.0,41,Rainy,No
Electronic City Phase 1,2023-01-18,Wednesday,04:00:00,West,123,4.3,49,Cloudy,No
Electronic City Phase 1,2023-01-18,Wednesday,05:00:00,North,171,3.96,39,Clear,No
Electronic City Phase 1,2023-01-18,Wednesday,05:00:00,South,178,3.1,43,Rainy,No
Electronic City Phase 1,2023-01-18,Wednesday,05:00:00,East,173,3.14,35,Cloudy,No
Electronic City Phase 1,2023-01-18,Wednesday,05:00:00,West,110,1.16,40,Clear,No
Electronic City Phase 1,2023-01-18,Wednesday,06:00:00,North,750,4.09,69,Cloudy,No
Electronic City Phase 1,2023-01-18,Wednesday,06:00:00,South,857,7.16,65,Clear,No
Electronic City Phase 1,2023-01-18,Wednesday,06:00:00,East,275,8.18,75,Cloudy,No
Electronic City Phase 1,2023-01-18,Wednesday,06:00:00,West,734,7.44,73,Clear,No
Electronic City Phase 1,2023-01-18,Wednesday,07:00:00,North,751,7.71,85,Clear,No
Electronic City Phase 1,2023-01-18,Wednesday,07:00:00,South,889,2.92,90,Clear,No
Electronic City Phase 1,2023-01-18,Wednesday,07:00:00,East,370,1.29,71,Rainy,No
Electronic City Phase 1,2023-01-18,Wednesday,07:00:00,West,133,6.53,82,Cloudy,No
Electronic City Phase 1,2023-01-18,Wednesday,08:00:00,North,339,1.93,65,Clear,No
Electronic City Phase 1,2023-01-18,Wednesday,08:00:00,South,903,3.93,70,Clear,No
Electronic City Phase 1,2023-01-18,Wednesday,08:00:00,East,994,1.8,62,Clear,No
Electronic City Phase 1,2023-01-18,Wednesday,08:00:00,West,682,4.77,64,Clear,No
Electronic City Phase 1,2023-01-18,Wednesday,09:00:00,North,932,7.59,67,Rainy,No
Electronic City Phase 1,2023-01-18,Wednesday,09:00:00,South,734,5.66,100,Clear,No
Electronic City Phase 1,2023-01-18,Wednesday,09:00:00,East,579,6.68,102,Cloudy,No
Electronic City Phase 1,2023-01-18,Wednesday,09:00:00,West,420,6.46,88,Cloudy,No
Electronic City Phase 1,2023-01-18,Wednesday,10:00:00,North,793,4.91,114,Clear,No
Electronic City Phase 1,2023-01-18,Wednesday,10:00:00,South,408,5.58,120,Clear,No
Electronic City Phase 1,2023-01-18,Wednesday,10:00:00,East,692,4.58,97,Rainy,No
Electronic City Phase 1,2023-01-18,Wednesday,10:00:00,West,707,5.87,112,Cloudy,No
Electronic City Phase 1,2023-01-18,Wednesday,11:00:00,North,607,8.81,68,Rainy,No
Electronic City Phase 1,2023-01-18,Wednesday,11:00:00,South,864,8.63,107,Clear,No
Electronic City Phase 1,2023-01-18,Wednesday,11:00:00,East,711,3.49,84,Rainy,No
Electronic City Phase 1,2023-01-18,Wednesday,11:00:00,West,306,6.69,112,Clear,No
Electronic City Phase 1,2023-01-18,Wednesday,12:00:00,North,200,2.0,101,Clear,No
Electronic City Phase 1,2023-01-18,Wednesday,12:00:00,South,291,3.76,78,Cloudy,No
Electronic City Phase 1,2023-01-18,Wednesday,12:00:00,East,984,6.61,107,Clear,No
Electronic City Phase 1,2023-01-18,Wednesday,12:00:00,West,145,1.29,102,Cloudy,No
Electronic City Phase 1,2023-01-18,Wednesday,13:00:00,North,637,3.73,61,Cloudy,No
Electronic City Phase 1,2023-01-18,Wednesday,13:00:00,South,111,5.6,110,Clear,No
Electronic City Phase 1,2023-01-18,Wednesday,13:00:00,East,614,3.76,68,Rainy,No
Electronic City Phase 1,2023-01-18,Wednesday,13:00:00,West,608,8.64,117,Clear,No
Electronic City Phase 1,2023-01-18,Wednesday,14:00:00,North,976,1.28,117,Rainy,No
Electronic City Phase 1,2023-01-18,Wednesday,14:00:00,South,480,9.21,96,Clear,No
Electronic City Phase 1,2023-01-18,Wednesday,14:00:00,East,878,5.09,70,Clear,No
Electronic City Phase 1,2023-01-18,Wednesday,14:00:00,West,905,2.13,93,Cloudy,No
Electronic City Phase 1,2023-01-18,Wednesday,15:00:00,North,233,7.76,106,Cloudy,No
Electronic City Phase 1,2023-01-18,Wednesday,15:00:00,South,479,3.91,93,Rainy,No
Electronic City Phase 1,2023-01-18,Wednesday,15:00:00,East,614,4.86,92,Cloudy,No
Electronic City Phase 1,2023-01-18,Wednesday,15:00:00,West,348,2.43,62,Rainy,No
Electronic City Phase 1,2023-01-18,Wednesday,16:00:00,North,485,6.76,62,Clear,No
Electronic City Phase 1,2023-01-18,Wednesday,16:00:00,South,756,4.66,114,Cloudy,No
Electronic City Phase 1,2023-01-18,Wednesday,16:00:00,East,764,6.35,69,Cloudy,No
Electronic City Phase 1,2023-01-18,Wednesday,16:00:00,West,959,5.7,67,Rainy,No
Electronic City Phase 1,2023-01-18,Wednesday,17:00:00,North,511,5.42,100,Rainy,No
Electronic City Phase 1,2023-01-18,Wednesday,17:00:00,South,748,6.49,101,Clear,No
Electronic City Phase 1,2023-01-18,Wednesday,17:00:00,East,360,2.09,118,Clear,No
Electronic City Phase 1,2023-01-18,Wednesday,17:00:00,West,545,8.96,106,Clear,No
Electronic City Phase 1,2023-01-18,Wednesday,18:00:00,North,138,6.99,117,Cloudy,No
Electronic City Phase 1,2023-01-18,Wednesday,18:00:00,South,379,8.24,86,Rainy,No
Electronic City Phase 1,2023-01-18,Wednesday,18:00:00,East,676,7.34,60,Clear,No
Electronic City Phase 1,2023-01-18,Wednesday,18:00:00,West,651,4.55,70,Clear,No
Electronic City Phase 1,2023-01-18,Wednesday,19:00:00,North,768,9.69,61,Clear,No
Electronic City Phase 1,2023-01-18,Wednesday,19:00:00,South,946,7.78,100,Cloudy,No
Electronic City Phase 1,2023-01-18,Wednesday,19:00:00,East,835,6.73,62,Clear,No
Electronic City Phase 1,2023-01-18,Wednesday,19:00:00,West,466,2.68,84,Clear,No
Electronic City Phase 1,2023-01-18,Wednesday,20:00:00,North,400,5.51,83,Cloudy,No
Electronic City Phase 1,2023-01-18,Wednesday,20:00:00,South,604,2.45,73,Clear,No
Electronic City Phase 1,2023-01-18,Wednesday,20:00:00,East,817,3.4,91,Clear,No
Electronic City Phase 1,2023-01-18,Wednesday,20:00:00,West,725,2.69,99,Cloudy,No
Electronic City Phase 1,2023-01-18,Wednesday,21:00:00,North,951,4.68,82,Clear,No
Electronic City Phase 1,2023-01-18,Wednesday,21:00:00,South,975,8.48,60,Clear,No
Electronic City Phase 1,2023-01-18,Wednesday,21:00:00,East,907,1.49,85,Rainy,No
Electronic City Phase 1,2023-01-18,Wednesday,21:00:00,West,873,2.39,115,Cloudy,No
Electronic City Phase 1,2023-01-18,Wednesday,22:00:00,North,685,5.82,93,Clear,No
Electronic City Phase 1,2023-01-18,Wednesday,22:00:00,South,830,5.9,60,Clear,No
Electronic City Phase 1,2023-01-18,Wednesday,22:00:00,East,681,7.75,67,Clear,No
Electronic City Phase 1,2023-01-18,Wednesday,22:00:00,West,579,4.91,88,Rainy,No
Electronic City Phase 1,2023-01-18,Wednesday,23:00:00,North,117,9.93,116,Cloudy,No
Electronic City Phase 1,2023-01-18,Wednesday,23:00:00,South,908,1.69,113,Cloudy,No
Electronic City Phase 1,2023-01-18,Wednesday,23:00:00,East,824,1.39,65,Cloudy,No
Electronic City Phase 1,2023-01-18,Wednesday,23:00:00,West,774,6.05,79,Cloudy,No
Electronic City Phase 1,2023-01-19,Thursday,00:00:00,North,158,4.95,32,Clear,No
Electronic City Phase 1,2023-01-19,Thursday,00:00:00,South,268,2.0,48,Clear,No
Electronic City Phase 1,2023-01-19,Thursday,00:00:00,East,143,4.7,34,Cloudy,No
Electronic City Phase 1,2023-01-19,Thursday,00:00:00,West,119,4.83,34,Clear,No
Electronic City Phase 1,2023-01-19,Thursday,01:00:00,North,188,3.83,33,Rainy,No
Electronic City Phase 1,2023-01-19,Thursday,01:00:00,South,118,2.5,38,Clear,No
Electronic City Phase 1,2023-01-19,Thursday,01:00:00,East,102,1.62,38,Rainy,No
Electronic City Phase 1,2023-01-19,Thursday,01:00:00,West,103,2.37,55,Rainy,No
Electronic City Phase 1,2023-01-19,Thursday,02:00:00,North,129,4.95,33,Clear,No
Electronic City Phase 1,2023-01-19,Thursday,02:00:00,South,161,4.95,38,Clear,No
Electronic City Phase 1,2023-01-19,Thursday,02:00:00,East,172,4.97,53,Cloudy,No
Electronic City Phase 1,2023-01-19,Thursday,02:00:00,West,166,4.17,49,Clear,No
Electronic City Phase 1,2023-01-19,Thursday,03:00:00,North,61,2.22,51,Clear,No
Electronic City Phase 1,2023-01-19,Thursday,03:00:00,South,257,4.68,48,Clear,No
Electronic City Phase 1,2023-01-19,Thursday,03:00:00,East,242,1.81,56,Clear,No
Electronic City Phase 1,2023-01-19,Thursday,03:00:00,West,181,4.73,32,Clear,No
Electronic City Phase 1,2023-01-19,Thursday,04:00:00,North,276,4.46,56,Clear,No
Electronic City Phase 1,2023-01-19,Thursday,04:00:00,South,267,2.29,49,Clear,No
Electronic City Phase 1,2023-01-19,Thursday,04:00:00,East,217,1.15,33,Rainy,No
Electronic City Phase 1,2023-01-19,Thursday,04:00:00,West,106,1.4,45,Clear,No
Electronic City Phase 1,2023-01-19,Thursday,05:00:00,North,177,2.89,48,Cloudy,No
Electronic City Phase 1,2023-01-19,Thursday,05:00:00,South,210,3.51,34,Clear,No
Electronic City Phase 1,2023-01-19,Thursday,05:00:00,East,53,4.47,34,Rainy,No
Electronic City Phase 1,2023-01-19,Thursday,05:00:00,West,240,2.24,45,Clear,No
Electronic City Phase 1,2023-01-19,Thursday,06:00:00,North,414,8.5,84,Clear,No
Electronic City Phase 1,2023-01-19,Thursday,06:00:00,South,829,9.36,73,Clear,No
Electronic City Phase 1,2023-01-19,Thursday,06:00:00,East,862,8.69,81,Clear,No
Electronic City Phase 1,2023-01-19,Thursday,06:00:00,West,430,3.23,68,Rainy,No
Electronic City Phase 1,2023-01-19,Thursday,07:00:00,North,275,3.49,114,Cloudy,No
Electronic City Phase 1,2023-01-19,Thursday,07:00:00,South,454,6.55,76,Rainy,No
